Title,Code,Genre,Nation,Director,Actor,Movie Code
백발마녀전,12993,"['액션', '공포', '스릴러', '드라마']",['홍콩'],['우인태'],"['장국영', '임청하']",
엽문,48602,"['액션', '드라마']",['홍콩'],['엽위신'],"['견자단', '임달화', '슝다이린']",
킹콩을 들다,50672,['드라마'],['한국'],['박건용'],"['이범수', '조안']",
말아톤,39436,['드라마'],['한국'],['정윤철'],"['조승우', '김미숙']",
스피릿,35100,"['애니메이션', '서부', '가족']",['미국'],"['켈리 애스버리', '로나 쿡']","['맷 데이먼', '제임스 크롬웰', '다니엘 스터디']",
크루즈 패밀리,79435,"['애니메이션', '모험', '코미디', '가족']",['미국'],"['커크 드 미코', '크리스 샌더스']","['니콜라스 케이지', '라이언 레이놀즈', '엠마 스톤']",
1987,158191,['드라마'],['한국'],['장준환'],"['김윤석', '하정우', '유해진']",
갓파 쿠와 여름방학을,68502,['애니메이션'],['일본'],['하라 케이이치'],"['김연우', '전진아', '사문영']",
빽 투 더 퓨쳐 2,10003,"['SF', '코미디']",['미국'],['로버트 저메키스'],"['마이클 J. 폭스', '크리스토퍼 로이드']",
고 녀석 맛나겠다,79749,"['애니메이션', '가족', '모험']",['일본'],['후지모리 마사야'],"['야마구치 캇페이', '카토 세이시로']",
레드슈즈,164907,"['애니메이션', '모험', '코미디', '판타지', '멜로/로맨스']",['한국'],['홍성호'],"['클로이 모레츠', '샘 클라플린', '지나 거손']",
미이라,24542,"['모험', '판타지', '액션', '공포', '스릴러', '코미디']",['미국'],['스티븐 소머즈'],"['브렌든 프레이저', '레이첼 와이즈', '존 한나']",
명탐정 코난: 천공의 난파선,75216,"['애니메이션', '모험', '가족']",['일본'],['야마모토 야스이치로'],"['타카야마 미나미', '야마자키 와카나', '야마구치 캇페이']",
인크레더블 2,136990,"['애니메이션', '액션', '모험']",['미국'],['브래드 버드'],"['크레이그 T. 넬슨', '사무엘 L. 잭슨', '홀리 헌터']",
똥파리,68031,['드라마'],['한국'],['양익준'],"['양익준', '김꽃비', '이환']",
라이언,134841,['드라마'],"['오스트레일리아', '영국', '미국']",['가스 데이비스'],"['써니 파와르', '데브 파텔', '니콜 키드먼']",
크림슨 타이드,17486,"['액션', '드라마', '스릴러']",['미국'],['토니 스콧'],"['덴젤 워싱턴', '진 핵크만']",
러빙 빈센트,144379,"['애니메이션', '미스터리']","['영국', '폴란드']","['도로타 코비엘라', '휴 웰치맨']","['더글러스 부스', '시얼샤 로넌', '제롬 플린']",
페이스 오프,18552,['액션'],['미국'],['오우삼'],"['존 트라볼타', '니콜라스 케이지']",
맨 오브 오너,31148,['드라마'],['미국'],['조지 틸만 주니어'],"['로버트 드 니로', '쿠바 구딩 쥬니어', '샤를리즈 테론']",
니모를 찾아서 3D,32116,"['애니메이션', '모험', '코미디', '가족']",['미국'],['앤드류 스탠튼'],"['앨버트 브룩스', '엘런 드제너러스', '알렉산더 굴드']",
마지막 황제,10314,"['드라마', '서사']","['미국', '프랑스', '영국', '이탈리아']",['베르나르도 베르톨루치'],"['존 론', '조안 첸', '피터 오툴']",
잉여들의 히치하이킹,115298,['다큐멘터리'],['한국'],['이호재'],"['이호재', '이현학', '하승엽']",
콘택트,18610,['SF'],['미국'],['로버트 저메키스'],"['조디 포스터', '매튜 맥커너히']",
벤허,10058,"['드라마', '액션', '모험', '멜로/로맨스']",['미국'],['윌리엄 와일러'],"['찰톤 헤스톤', '잭 호킨스', '하야 하라릿']",
슈퍼소닉,151106,['다큐멘터리'],['영국'],['맷 화이트크로스'],"['노엘 갤러거', '리암 갤러거']",
천장지구,11003,"['액션', '드라마', '멜로/로맨스']",['홍콩'],['진목승'],"['유덕화', '오천련']",
사랑과 영혼,10173,"['멜로/로맨스', '드라마']",['미국'],['제리 주커'],"['패트릭 스웨이지', '데미 무어']",
러브 앳,190244,"['멜로/로맨스', '코미디']","['프랑스', '벨기에']",['위고 젤랭'],"['프랑수아 시빌', '조세핀 자피']",
핵소 고지,142305,"['드라마', '전쟁', '멜로/로맨스']","['미국', '오스트레일리아']",['멜 깁슨'],"['앤드류 가필드', '샘 워싱턴', '휴고 위빙']",
쥬만지,17440,"['모험', '판타지', '가족', '액션', '코미디']",['미국'],['조 존스톤'],"['로빈 윌리엄스', '커스틴 던스트', '데이빗 알란 그리어']",
캐치 미 이프 유 캔,34522,"['범죄', '스릴러', '드라마']",['미국'],['스티븐 스필버그'],"['레오나르도 디카프리오', '톰 행크스']",
뚜르: 내 생애 최고의 49일,142304,['다큐멘터리'],['한국'],"['임정하', '전일우', '박형준']","['이윤혁', '이장훈', '윤학병']",
스파이 지니어스,172780,"['애니메이션', '액션', '모험', '코미디', '가족', 'SF']",['미국'],"['닉 브루노', '트로이 콴']","['윌 스미스', '톰 홀랜드']",
테이큰,47152,"['액션', '범죄', '스릴러', '드라마']",['프랑스'],['피에르 모렐'],"['리암 니슨', '매기 그레이스']",
빠삐용,10046,"['모험', '범죄', '드라마']","['미국', '프랑스']",['프랭클린 J. 샤프너'],"['스티브 맥퀸', '더스틴 호프만']",
칼리토,16217,"['범죄', '드라마', '스릴러']",['미국'],['브라이언 드 팔마'],"['알 파치노', '숀 펜', '페네로프 앤 밀러']",
특전 유보트,10647,"['드라마', '전쟁']",['독일(구 서독)'],['볼프강 페터젠'],"['주겐 프로크노', '클라우스 웨네먼', '허버트 그로네메이어']",
첫 키스만 50번째,38227,"['멜로/로맨스', '코미디']",['미국'],['피터 시걸'],"['아담 샌들러', '드류 베리모어']",
빅,10600,"['코미디', '드라마', '판타지']",['미국'],['페니 마샬'],['톰 행크스'],
이티,10018,"['SF', '판타지', '가족', '모험']",['미국'],['스티븐 스필버그'],"['헨리 토마스', '디 월리스', '피터 코요테']",
나비 효과,38091,"['드라마', 'SF', '스릴러']",['미국'],"['에릭 브레스', 'J. 마키에 그러버']","['애쉬튼 커쳐', '에이미 스마트', '에릭 스톨츠']",
프레데터,10061,"['액션', '공포', 'SF', '스릴러']",['미국'],['존 맥티어난'],['아놀드 슈왈제네거'],
태극기 휘날리며,36666,"['전쟁', '드라마', '액션']",['한국'],['강제규'],"['장동건', '원빈', '이은주']",
보루토 - 나루토 더 무비,140711,['애니메이션'],['일본'],['야마시타 히로유키'],"['산페이 유코', '키쿠치 코코로', '타케우치 준코']",
"내 어깨 위 고양이, 밥",154379,['드라마'],['영국'],['로저 스포티스우드'],['루크 트레더웨이'],
대부 2,10072,"['범죄', '드라마']",['미국'],['프란시스 포드 코폴라'],"['알 파치노', '로버트 듀발', '다이안 키튼']",
오베라는 남자,139613,['드라마'],['스웨덴'],['하네스 홀름'],"['롤프 라스가드', '바하르 파르스', '필립 버그']",
스파이더맨: 뉴 유니버스,171725,"['애니메이션', '액션', '가족']",['미국'],"['밥 퍼시케티', '피터 램지', '로드니 로스맨']","['샤메익 무어', '헤일리 스테인펠드', '니콜라스 케이지']",
어느 가족,172174,['드라마'],['일본'],['고레에다 히로카즈'],"['릴리 프랭키', '안도 사쿠라', '마츠오카 마유']",
스쿨 오브 락,37486,['코미디'],['영국'],['리처드 링클레이터'],['잭 블랙'],
서유기 - 월광보합,18542,"['코미디', '액션', '모험', '판타지', '멜로/로맨스']",['홍콩'],['유진위'],"['주성치', '오맹달']",
어메이징 메리,143469,['드라마'],['미국'],['마크 웹'],"['크리스 에반스', '맥케나 그레이스', '린제이 던칸']",
그린 마일,28677,"['범죄', '드라마', '판타지', '미스터리']",['미국'],['프랭크 다라본트'],"['톰 행크스', '데이빗 모스', '보니 헌트']",
라디오 스타,58088,"['코미디', '드라마']",['한국'],['이준익'],"['박중훈', '안성기']",
시간을 달리는 소녀,63513,"['애니메이션', '가족', '드라마', '판타지']",['일본'],['호소다 마모루'],"['나카 리이사', '이시다 타쿠야']",
대부 3,10561,"['범죄', '드라마']",['미국'],['프란시스 포드 코폴라'],"['알 파치노', '다이안 키튼', '탈리아 샤이어']",
과속스캔들,51143,['코미디'],['한국'],['강형철'],"['차태현', '박보영', '왕석현']",
마틸다,18934,"['코미디', '가족', '판타지']",['미국'],['대니 드비토'],"['마라 윌슨', '대니 드비토', '레아 펄만']",
하이큐!! 재능과 센스,169348,['애니메이션'],['일본'],['미츠나카 스스무'],['12세 관람가'],
사랑의 블랙홀,13957,"['멜로/로맨스', '코미디', '판타지']",['미국'],['해롤드 래미스'],"['빌 머레이', '앤디 맥도웰']",
하이 스피드! ?프리! 스타팅 데이즈,145736,['애니메이션'],['일본'],['타케모토 야스히로'],"['시마자키 노부나가', '스즈키 타츠히사', '토요나가 토시유키']",
바울,173692,['드라마'],['미국'],['앤드류 하얏트'],"['제임스 폴크너', '제임스 카비젤']",
오아시스,34093,['드라마'],['한국'],['이창동'],"['설경구', '문소리']",
그래도 내가 하지 않았어,62329,['드라마'],['일본'],['수오 마사유키'],"['카세 료', '세토 아사카', '야마모토 코지']",
대부,10071,"['범죄', '드라마', '스릴러']",['미국'],['프란시스 포드 코폴라'],"['말론 브란도', '알 파치노', '제임스 칸']",
식코,66801,['다큐멘터리'],['미국'],['마이클 무어'],['마이클 무어'],
귀향,135843,['드라마'],['한국'],['조정래'],"['강하나', '최리', '손숙']",
트와이스랜드,180361,['다큐멘터리'],['한국'],"['나연', '정연', '모모']",['전체 관람가'],
가디언즈,87308,"['애니메이션', '모험']",['미국'],['피터 램지'],"['크리스 파인', '알렉 볼드윈', '주드 로']",
아이,194463,['드라마'],['한국'],['김현탁'],"['김향기', '류현경', '염혜란']",
조조 래빗,187308,"['코미디', '드라마', '전쟁']",['미국'],['타이카 와이티티'],"['스칼릿 조핸슨', '로만 그리핀 데이비스', '타이카 와이티티']",
파 앤드 어웨이,13234,"['드라마', '서부', '모험', '멜로/로맨스']",['미국'],['론 하워드'],"['톰 크루즈', '니콜 키드먼']",
분노의 역류,10980,['드라마'],['미국'],['론 하워드'],"['커트 러셀', '윌리엄 볼드윈', '로버트 드 니로']",
극장판 공룡메카드: 타이니소어의 섬,180372,['애니메이션'],['한국'],"['최신규', '유재운']","['김서영', '엄상현', '안현서']",
길버트 그레이프,16487,['드라마'],['미국'],['라세 할스트롬'],"['조니 뎁', '줄리엣 루이스']",
칠곡 가시나들,181717,['다큐멘터리'],['한국'],['김재환'],"['박금분', '곽두조', '강금연']",
설리: 허드슨강의 기적,143495,['드라마'],['미국'],['클린트 이스트우드'],"['톰 행크스', '로라 리니', '아론 에크하트']",
코렐라인: 비밀의 문,67696,"['애니메이션', '판타지', '가족', '모험', '스릴러']",['미국'],['헨리 셀릭'],"['다코타 패닝', '테리 해처']",
취권,10440,"['코미디', '액션']",['홍콩'],['원화평'],"['성룡', '황정리', '원소전']",
아름다운 세상을 위하여,31110,"['드라마', '멜로/로맨스']",['미국'],['미미 레더'],"['케빈 스페이시', '헬렌 헌트', '헤일리 조엘 오스먼트']",
첨밀밀,17997,"['멜로/로맨스', '드라마']",['홍콩'],['진가신'],"['여명', '장만옥']",
마스크,17131,"['코미디', '판타지', '액션', '범죄']",['미국'],['척 러셀'],['짐 캐리'],
귀를 기울이면,24008,"['애니메이션', '가족', '멜로/로맨스', '드라마']",['일본'],['콘도 요시후미'],"['혼나 요코', '타카하시 잇세이']",
범죄도시,161242,['액션'],['한국'],['강윤성'],"['마동석', '윤계상']",
비상,64128,['다큐멘터리'],['한국'],['임유철'],['오만석'],
에너미 오브 스테이트,19521,"['액션', '스릴러', '드라마']",['미국'],['토니 스콧'],"['윌 스미스', '진 핵크만']",
즐거운 인생,65463,['코미디'],['한국'],['이준익'],"['정진영', '김윤석', '김상호']",
이집트 왕자,19527,"['애니메이션', '가족', '모험']",['미국'],"['브렌다 채프먼', '스티브 히크너', '사이먼 웰스']","['산드라 블록', '레이프 파인즈', '대니 글로버']",
러브 어페어,17685,"['멜로/로맨스', '드라마']",['미국'],['글렌 고든 카슨'],"['워렌 비티', '아네트 베닝']",
블러드 다이아몬드,62265,"['모험', '드라마', '스릴러']","['미국', '독일']",['에드워드 즈윅'],"['레오나르도 디카프리오', '제니퍼 코넬리', '디몬 하운수']",
오즈의 마법사,10448,"['가족', '판타지', '모험', '뮤지컬']",['미국'],['빅터 플레밍'],"['주디 갈랜드', '프랭크 모건', '레이 볼거']",
할머니는 일학년,94594,['드라마'],['한국'],['진광교'],"['김진구', '신채연']",
와이키키 브라더스,31422,['드라마'],['한국'],['임순례'],"['이얼', '박원상', '황정민']",
라야와 마지막 드래곤,184518,"['애니메이션', '액션', '모험']",['미국'],"['돈 홀', '까를로스 로페즈 에스트라다']","['켈리 마리 트란', '아콰피나', '산드라 오']",
국가대표,47385,"['드라마', '코미디']",['한국'],['김용화'],"['하정우', '성동일', '김지석']",
오직 그대만,82219,['멜로/로맨스'],['한국'],['송일곤'],"['소지섭', '한효주']",
트윈스터즈,137358,"['다큐멘터리', '가족']","['미국', '한국', '영국']","['사만다 푸터먼', '라이언 미야모토']","['사만다 푸터먼', '아나이스 보르디에']",
스텝 업 3D,71987,"['드라마', '멜로/로맨스']",['미국'],['존 추'],"['샤니 빈슨', '릭 말람브리', '애덤 G. 세바니']",
클릭,58437,"['코미디', '드라마', '판타지']",['미국'],['프랭크 코라치'],['아담 샌들러'],
혐오스런 마츠코의 일생,58333,"['코미디', '뮤지컬']",['일본'],['나카시마 테츠야'],['나카타니 미키'],
스트레인저 - 무황인담,47986,"['액션', '애니메이션']",['일본'],['안도 마사히로'],"['치넨 유리', '나가세 토모야', '오츠카 아키오']",
저수지 게임,162824,"['스릴러', '다큐멘터리']",['한국'],['최진성'],"['주진우', '조미래', '정재호']",
말모이,167699,['드라마'],['한국'],['엄유나'],"['유해진', '윤계상']",
짱구는 못말려 극장판: 태풍을 부르는 노래하는 엉덩이 폭탄!,66724,"['가족', '코미디', '애니메이션']",['일본'],['무토 유지'],"['야지마 아키코', '나라하시 미키', '후지와라 케이지']",
